date,vol,enb,dr,weight_min,weight_max,weight_hhi,n_nonzero,no_trade,strategy
2021-09-21,0.004515,16.000000,1.839440,0.027286,0.283509,0.127247,16,0,sample+risk_parity
2021-10-20,0.004553,16.000000,1.838924,0.029484,0.266951,0.116786,16,0,sample+risk_parity
2021-11-18,0.004344,16.000000,1.850513,0.030706,0.237517,0.103583,16,0,sample+risk_parity
2021-12-20,0.004312,16.000000,1.904360,0.030219,0.252484,0.110203,16,0,sample+risk_parity
2022-01-20,0.004522,16.000000,1.833865,0.030112,0.242676,0.105252,16,0,sample+risk_parity
2022-02-18,0.004669,16.000000,1.847476,0.030050,0.227758,0.100944,16,0,sample+risk_parity
2022-03-22,0.004656,16.000000,1.925995,0.030974,0.229196,0.101405,16,0,sample+risk_parity
2022-04-21,0.004748,16.000000,1.933881,0.030875,0.216772,0.098064,16,0,sample+risk_parity
2022-05-20,0.005266,16.000000,1.859300,0.029247,0.238178,0.107056,16,0,sample+risk_parity
2022-06-22,0.006127,16.000000,1.716568,0.030349,0.214939,0.100726,16,0,sample+risk_parity
2022-07-22,0.006370,16.000000,1.709959,0.030670,0.209410,0.099177,16,0,sample+risk_parity
